Customer Feedback Text,Time of the Given Feedback,Age of the Customer,Platform Used,Customer Gender
"Great product, very satisfied!",2024-10-06 16:59:38.263273,33,Social Media,Other
Customer service was helpful.,2024-09-29 16:59:38.263274,21,Website,Other
"Great product, very satisfied!",2024-09-13 16:59:38.263276,29,Website,Male
"Great product, very satisfied!",2024-09-24 16:59:38.263278,18,Email,Other
"The service was slow, not happy.",2024-10-05 16:59:38.263279,31,Website,Male
Excellent quality and quick delivery!,2024-09-17 16:59:38.263281,67,Mobile App,Other
"The service was slow, not happy.",2024-10-08 16:59:38.263282,64,Website,Male
Love the new features!,2024-09-18 16:59:38.263284,51,In-Store,Male
Love the new features!,2024-10-01 16:59:38.263286,51,Website,Other
"Fast shipping, product as described.",2024-09-25 16:59:38.263287,53,Social Media,Other
"Great product, very satisfied!",2024-10-03 16:59:38.263289,54,Website,Female
"Great product, very satisfied!",2024-10-07 16:59:38.263290,54,Email,Male
"Great product, very satisfied!",2024-10-05 16:59:38.263292,29,Email,Male
Customer service was helpful.,2024-09-13 16:59:38.263294,32,Website,Female
"Fast shipping, product as described.",2024-10-03 16:59:38.263295,65,Email,Female
Not worth the money.,2024-09-22 16:59:38.263297,38,Website,Female
"Poor packaging, item arrived damaged.",2024-10-11 16:59:38.263298,19,Website,Male
"Poor packaging, item arrived damaged.",2024-09-21 16:59:38.263300,40,Website,Female
"Terrible support, very disappointed.",2024-09-24 16:59:38.263301,51,Social Media,Female
"Fast shipping, product as described.",2024-09-22 16:59:38.263303,34,Social Media,Other
"Poor packaging, item arrived damaged.",2024-09-26 16:59:38.263305,28,Social Media,Male
Excellent quality and quick delivery!,2024-10-09 16:59:38.263306,40,Email,Female
"Fast shipping, product as described.",2024-09-16 16:59:38.263308,64,Mobile App,Male
"Terrible support, very disappointed.",2024-10-03 16:59:38.263313,49,Mobile App,Female
Love the new features!,2024-09-19 16:59:38.263315,66,In-Store,Female
"The service was slow, not happy.",2024-10-09 16:59:38.263317,24,Website,Other
"Terrible support, very disappointed.",2024-10-07 16:59:38.263318,67,In-Store,Other
Love the new features!,2024-10-01 16:59:38.263320,46,Website,Female
"The service was slow, not happy.",2024-09-16 16:59:38.263321,21,Mobile App,Male
"Terrible support, very disappointed.",2024-09-30 16:59:38.263323,43,Mobile App,Other
Customer service was helpful.,2024-09-25 16:59:38.263325,18,Website,Other
Not worth the money.,2024-10-07 16:59:38.263326,50,Mobile App,Male
Customer service was helpful.,2024-09-23 16:59:38.263328,62,Social Media,Other
"Amazing experience, will buy again!",2024-09-27 16:59:38.263329,68,Mobile App,Male
"Terrible support, very disappointed.",2024-10-11 16:59:38.263331,70,Email,Female
Love the new features!,2024-09-21 16:59:38.263333,38,Mobile App,Other
Not worth the money.,2024-10-05 16:59:38.263334,32,Social Media,Male
Not worth the money.,2024-09-28 16:59:38.263336,64,Mobile App,Other
"Great product, very satisfied!",2024-09-16 16:59:38.263338,36,Mobile App,Female
Not worth the money.,2024-09-21 16:59:38.263339,42,Email,Other
"Poor packaging, item arrived damaged.",2024-09-13 16:59:38.263341,45,Website,Other
Customer service was helpful.,2024-09-13 16:59:38.263343,40,Mobile App,Male
"Poor packaging, item arrived damaged.",2024-09-19 16:59:38.263344,42,Mobile App,Other
"The service was slow, not happy.",2024-09-24 16:59:38.263346,38,Mobile App,Female
Love the new features!,2024-09-13 16:59:38.263347,58,Mobile App,Male
Customer service was helpful.,2024-09-14 16:59:38.263349,28,Mobile App,Other
"Amazing experience, will buy again!",2024-09-26 16:59:38.263351,53,Social Media,Female
"Great product, very satisfied!",2024-09-23 16:59:38.263352,27,Email,Female
Customer service was helpful.,2024-10-03 16:59:38.263355,48,Email,Female
"The service was slow, not happy.",2024-09-17 16:59:38.263357,41,Mobile App,Male
Customer service was helpful.,2024-09-23 16:59:38.263359,66,Email,Other
Excellent quality and quick delivery!,2024-09-25 16:59:38.263360,18,Email,Other
"Great product, very satisfied!",2024-09-23 16:59:38.263362,70,Website,Other
"Amazing experience, will buy again!",2024-09-28 16:59:38.263364,56,Social Media,Female
Excellent quality and quick delivery!,2024-09-19 16:59:38.263367,53,Website,Other
Love the new features!,2024-09-16 16:59:38.263370,39,Email,Other
"Terrible support, very disappointed.",2024-10-01 16:59:38.263372,31,Website,Female
"The service was slow, not happy.",2024-10-06 16:59:38.263375,24,Email,Female
Not worth the money.,2024-10-06 16:59:38.263378,43,In-Store,Female
"The service was slow, not happy.",2024-09-13 16:59:38.263381,38,In-Store,Other
"The service was slow, not happy.",2024-09-14 16:59:38.263384,29,In-Store,Female
Love the new features!,2024-09-13 16:59:38.263395,70,Mobile App,Male
Not worth the money.,2024-09-19 16:59:38.263396,31,Mobile App,Female
"Terrible support, very disappointed.",2024-10-02 16:59:38.263398,43,Social Media,Other
"Fast shipping, product as described.",2024-10-10 16:59:38.263399,27,In-Store,Female
"Terrible support, very disappointed.",2024-09-18 16:59:38.263401,61,In-Store,Male
Customer service was helpful.,2024-10-12 16:59:38.263403,48,Email,Male
Customer service was helpful.,2024-10-03 16:59:38.263404,44,Social Media,Female
"The service was slow, not happy.",2024-09-30 16:59:38.263406,36,Social Media,Other
"Amazing experience, will buy again!",2024-09-16 16:59:38.263408,45,Email,Other
"Great product, very satisfied!",2024-10-02 16:59:38.263409,62,Social Media,Other
"Fast shipping, product as described.",2024-10-04 16:59:38.263411,43,Mobile App,Female
"Great product, very satisfied!",2024-10-05 16:59:38.263412,33,In-Store,Female
Not worth the money.,2024-09-24 16:59:38.263414,57,Social Media,Male
Not worth the money.,2024-10-05 16:59:38.263416,60,Email,Female
"Amazing experience, will buy again!",2024-09-23 16:59:38.263418,38,Website,Male
Customer service was helpful.,2024-09-16 16:59:38.263419,70,Social Media,Male
Not worth the money.,2024-10-04 16:59:38.263421,27,Social Media,Female
Love the new features!,2024-10-06 16:59:38.263423,59,Email,Other
"The service was slow, not happy.",2024-10-03 16:59:38.263424,33,Website,Other
Customer service was helpful.,2024-10-04 16:59:38.263426,60,Email,Male
Customer service was helpful.,2024-09-24 16:59:38.263427,19,Website,Other
"The service was slow, not happy.",2024-10-01 16:59:38.263429,52,In-Store,Other
"Fast shipping, product as described.",2024-10-06 16:59:38.263431,36,Mobile App,Male
"Amazing experience, will buy again!",2024-09-18 16:59:38.263432,67,Website,Female
"Fast shipping, product as described.",2024-10-10 16:59:38.263434,58,Social Media,Other
"The service was slow, not happy.",2024-09-27 16:59:38.263436,28,Mobile App,Other
Love the new features!,2024-10-10 16:59:38.263437,32,Email,Other
"Fast shipping, product as described.",2024-10-05 16:59:38.263440,34,In-Store,Other
"The service was slow, not happy.",2024-09-27 16:59:38.263442,69,Social Media,Other
Customer service was helpful.,2024-09-20 16:59:38.263444,24,Email,Male
Love the new features!,2024-09-16 16:59:38.263445,38,Email,Other
"Poor packaging, item arrived damaged.",2024-09-16 16:59:38.263447,50,Email,Male
"Terrible support, very disappointed.",2024-09-27 16:59:38.263449,39,In-Store,Other
Love the new features!,2024-09-29 16:59:38.263450,43,Website,Other
Not worth the money.,2024-09-28 16:59:38.263452,33,Website,Female
"Amazing experience, will buy again!",2024-09-14 16:59:38.263453,50,In-Store,Male
"Poor packaging, item arrived damaged.",2024-10-10 16:59:38.263455,50,In-Store,Male
"Terrible support, very disappointed.",2024-09-24 16:59:38.263457,40,In-Store,Female
Love the new features!,2024-10-07 16:59:38.263458,38,Website,Female
"The service was slow, not happy.",2024-09-19 16:59:38.263461,28,Mobile App,Other
"Great product, very satisfied!",2024-10-06 16:59:38.263463,60,Social Media,Other
"The service was slow, not happy.",2024-09-23 16:59:38.263465,26,Social Media,Female
"Great product, very satisfied!",2024-10-08 16:59:38.263466,24,Website,Other
Not worth the money.,2024-10-02 16:59:38.263468,66,Mobile App,Male
"Poor packaging, item arrived damaged.",2024-10-03 16:59:38.263470,59,Social Media,Other
Not worth the money.,2024-10-01 16:59:38.263471,49,In-Store,Female
Customer service was helpful.,2024-10-05 16:59:38.263473,68,In-Store,Other
"Great product, very satisfied!",2024-09-19 16:59:38.263475,40,Mobile App,Female
Not worth the money.,2024-10-03 16:59:38.263476,22,Email,Male
"Amazing experience, will buy again!",2024-09-26 16:59:38.263478,25,Social Media,Female
"Great product, very satisfied!",2024-09-16 16:59:38.263479,18,Social Media,Male
Love the new features!,2024-09-25 16:59:38.263481,30,Mobile App,Other
Customer service was helpful.,2024-10-04 16:59:38.263483,62,Email,Female
"Fast shipping, product as described.",2024-09-25 16:59:38.263484,66,In-Store,Other
"Fast shipping, product as described.",2024-09-29 16:59:38.263486,62,In-Store,Male
"Great product, very satisfied!",2024-09-28 16:59:38.263491,55,Email,Female
Love the new features!,2024-09-22 16:59:38.263492,70,Email,Other
Customer service was helpful.,2024-09-14 16:59:38.263494,50,Social Media,Female
Customer service was helpful.,2024-10-02 16:59:38.263496,70,Mobile App,Male
"Terrible support, very disappointed.",2024-10-08 16:59:38.263497,60,Email,Other
"Poor packaging, item arrived damaged.",2024-09-15 16:59:38.263499,56,Social Media,Female
"The service was slow, not happy.",2024-09-29 16:59:38.263500,41,Mobile App,Female
"Great product, very satisfied!",2024-09-14 16:59:38.263502,70,Email,Other
"Great product, very satisfied!",2024-09-22 16:59:38.263504,49,Website,Other
Not worth the money.,2024-09-17 16:59:38.263505,56,Mobile App,Female
"The service was slow, not happy.",2024-09-23 16:59:38.263507,44,Website,Female
"The service was slow, not happy.",2024-10-01 16:59:38.263509,41,Email,Other
"Poor packaging, item arrived damaged.",2024-09-22 16:59:38.263511,48,In-Store,Other
"Terrible support, very disappointed.",2024-10-09 16:59:38.263512,61,Social Media,Female
Customer service was helpful.,2024-10-06 16:59:38.263514,34,Website,Other
Love the new features!,2024-10-01 16:59:38.263515,21,Social Media,Other
"Poor packaging, item arrived damaged.",2024-10-02 16:59:38.263517,63,Email,Female
Customer service was helpful.,2024-09-25 16:59:38.263519,30,Website,Other
"Terrible support, very disappointed.",2024-10-02 16:59:38.263520,42,In-Store,Male
"Amazing experience, will buy again!",2024-09-20 16:59:38.263522,51,Email,Other
Not worth the money.,2024-09-26 16:59:38.263523,47,In-Store,Female
"Poor packaging, item arrived damaged.",2024-10-08 16:59:38.263525,46,In-Store,Male
"Fast shipping, product as described.",2024-09-14 16:59:38.263527,59,Social Media,Other
"Poor packaging, item arrived damaged.",2024-09-24 16:59:38.263528,44,Social Media,Other
Love the new features!,2024-09-20 16:59:38.263530,21,In-Store,Female
"Poor packaging, item arrived damaged.",2024-09-18 16:59:38.263532,20,Social Media,Other
Excellent quality and quick delivery!,2024-09-29 16:59:38.263533,41,Social Media,Female
"Terrible support, very disappointed.",2024-09-28 16:59:38.263535,34,Social Media,Other
Love the new features!,2024-10-12 16:59:38.263536,48,Mobile App,Male
Love the new features!,2024-10-03 16:59:38.263538,59,In-Store,Male
"The service was slow, not happy.",2024-09-24 16:59:38.263540,60,Mobile App,Male
"Poor packaging, item arrived damaged.",2024-09-21 16:59:38.263541,32,In-Store,Other
Customer service was helpful.,2024-09-21 16:59:38.263543,23,Website,Other
"Terrible support, very disappointed.",2024-09-22 16:59:38.263544,36,Mobile App,Other
"Fast shipping, product as described.",2024-09-25 16:59:38.263546,63,Email,Other
"Poor packaging, item arrived damaged.",2024-09-30 16:59:38.263548,60,In-Store,Female
"Amazing experience, will buy again!",2024-10-08 16:59:38.263550,37,In-Store,Female
"Poor packaging, item arrived damaged.",2024-09-21 16:59:38.263551,28,Social Media,Male
"The service was slow, not happy.",2024-09-23 16:59:38.263553,57,Website,Male
"The service was slow, not happy.",2024-09-20 16:59:38.263554,49,Email,Female
Love the new features!,2024-10-03 16:59:38.263556,22,Email,Female
"Terrible support, very disappointed.",2024-10-05 16:59:38.263558,60,Social Media,Female
Excellent quality and quick delivery!,2024-10-05 16:59:38.263559,62,In-Store,Female
"Great product, very satisfied!",2024-10-09 16:59:38.263561,52,Social Media,Male
Love the new features!,2024-10-02 16:59:38.263564,33,Website,Other
Customer service was helpful.,2024-09-15 16:59:38.263565,25,Email,Female
"Terrible support, very disappointed.",2024-09-16 16:59:38.263567,42,Mobile App,Female
"Poor packaging, item arrived damaged.",2024-09-20 16:59:38.263569,51,Email,Female
"Poor packaging, item arrived damaged.",2024-10-09 16:59:38.263570,70,In-Store,Other
"Fast shipping, product as described.",2024-10-07 16:59:38.263572,25,Email,Male
"Great product, very satisfied!",2024-09-29 16:59:38.263573,50,Email,Male
Excellent quality and quick delivery!,2024-10-07 16:59:38.263575,45,Social Media,Female
"The service was slow, not happy.",2024-10-01 16:59:38.263577,48,In-Store,Female
"Terrible support, very disappointed.",2024-09-17 16:59:38.263578,45,Website,Female
Not worth the money.,2024-10-04 16:59:38.263580,57,Email,Other
Customer service was helpful.,2024-09-22 16:59:38.263581,23,Mobile App,Other
"Amazing experience, will buy again!",2024-10-11 16:59:38.263583,55,In-Store,Female
"The service was slow, not happy.",2024-09-15 16:59:38.263585,31,Social Media,Other
Excellent quality and quick delivery!,2024-09-21 16:59:38.263586,21,Social Media,Female
Not worth the money.,2024-10-11 16:59:38.263588,60,In-Store,Other
Love the new features!,2024-09-14 16:59:38.263589,46,In-Store,Female
Customer service was helpful.,2024-10-08 16:59:38.263591,54,Social Media,Male
Love the new features!,2024-09-16 16:59:38.263593,44,Mobile App,Male
Love the new features!,2024-09-19 16:59:38.263594,37,Mobile App,Male
"Fast shipping, product as described.",2024-09-21 16:59:38.263596,48,Email,Female
"Poor packaging, item arrived damaged.",2024-09-25 16:59:38.263598,55,Email,Female
"Terrible support, very disappointed.",2024-10-08 16:59:38.263599,44,Email,Female
Excellent quality and quick delivery!,2024-10-04 16:59:38.263601,19,Website,Female
Excellent quality and quick delivery!,2024-10-12 16:59:38.263602,44,Email,Male
Customer service was helpful.,2024-09-25 16:59:38.263604,58,Website,Female
Not worth the money.,2024-09-29 16:59:38.263606,63,Email,Other
Excellent quality and quick delivery!,2024-09-25 16:59:38.263607,49,Email,Other
Excellent quality and quick delivery!,2024-09-15 16:59:38.263609,49,Website,Other
"Amazing experience, will buy again!",2024-10-05 16:59:38.263611,69,Website,Female
Excellent quality and quick delivery!,2024-10-06 16:59:38.263612,69,Email,Other
"Amazing experience, will buy again!",2024-09-21 16:59:38.263614,44,Email,Other
Not worth the money.,2024-10-04 16:59:38.263616,42,Website,Male
"Poor packaging, item arrived damaged.",2024-09-24 16:59:38.263617,33,In-Store,Male
Love the new features!,2024-10-06 16:59:38.263619,69,In-Store,Other
Customer service was helpful.,2024-09-25 16:59:38.263620,60,Social Media,Female
Love the new features!,2024-09-22 16:59:38.263622,45,Mobile App,Male
"Terrible support, very disappointed.",2024-09-15 16:59:38.263624,19,Email,Male
"Poor packaging, item arrived damaged.",2024-10-08 16:59:38.263625,47,Mobile App,Female
Love the new features!,2024-10-05 16:59:38.263627,43,Website,Female
